caseid,wsiter,amt1,cpt1,dept1,jelt1,subt1,a01,a08,am01,am02,am03,am04,am05,am06,am07,am08,am09,con12,con13,con14,con15,con17,con01,con03,con05,con09,cp10,cp11,cp12,cp13,cp15,cp02,cp07,cp08,dom01,dom02,dom03,dom04,dom05,dom06,dom07,dom08,dom09
1358,701,25.9664636898723,15,14.9847357637849,18.7025282130971,20,0,2,3.00855466187224,2.7335437785077,2.12852494828996,2.92380632360485,1.75277661205657,2.84970209288452,2.55642648262627,2.88510905167951,2.10935317969768,1.91394035944332,1.92866524921745,1.99619367602978,2.11646680799927,2.08930755601857,1.93526020099803,1.86335376601252,1.81601298817491,1.89530580166479,2,2,3,2,2,1,2,2,1.72872987424603,3.21040456391305,3.43543440901838,2.33734774402126,1.63248697000683,2.51263169303287,2.07661863956404,1.82240029002552,1.51813250160308
1359,701,22.6869264196211,21,18.0116827868086,22.9503972306981,20,0,2,2.67336875748624,2.35376862362729,2.83912763182961,2.9250699358527,2.42570920312581,2.89755388415223,2.33004191277497,2.74849793055608,2.97648596758592,2.56905677558355,2.54168996035929,2.53574307469323,2.86583227378429,2.77354336429744,2.67597216411812,2.64134339528237,2.65656774540928,2.61136086980624,1,3,3,3,3,3,3,3,1.89073988266585,2.98687490575708,3.32258683125973,2.69470735579252,2.05529852629869,2.67590176219422,2.44999466583903,2.46088979481252,2.10706820631005
1360,701,27.6424876256066,13,13.6474008797753,19.503785173042,15,0,1,3.17063200381743,2.8206433775441,2.25060447261782,3.30380014904282,1.58069795444334,3.27218325162361,2.7666017136835,3.18935559516089,2.04944522719784,1.32446257430447,1.81454756625347,1.87503685769193,1.77941854383904,1.75130397075187,1.75994782447356,1.64807191684335,1.51954471665576,1.66198169180764,1,2,4,1,3,3,1,1,1.37927102826088,3.64624355605892,3.79946069535391,2.54614320651176,1.47416465468011,2.58967893891194,2.25210887525144,1.93665472884518,1.33843620293396
1361,701,27.8182123074076,11,12.1079169482679,18.2170387946655,20,0,2,3.22026670309443,2.81241415626153,1.9795173249962,3.19067061880441,1.48797766567157,3.22896732571348,2.69657466818592,3.15891593272199,2.02199633091662,1.25401639909229,1.53811258739787,1.6723517092537,1.71638663607626,1.45976002036929,1.68000329003481,1.52505912065137,1.39109974152983,1.52016988429669,1,1,4,1,2,2,2,1,1.27772726960147,3.69336893100697,3.85500970077101,2.45147919367522,1.35948717309698,2.79473544615902,2.14627625024565,1.69880894793363,1.20564752481725
1362,701,28.693709763498,9,11.1639770025412,17.1139310982564,14,0,1,3.30482313015987,2.93638208186129,1.6298087382927,3.09758608623335,1.33163018520583,3.23463652708562,2.74053793115189,3.14577663205255,1.80445350003145,1.14708434380913,1.34134989090333,1.51377965259731,1.58176053230055,1.29519722922367,1.48407756947895,1.41453380810739,1.27643301113271,1.41003060920501,1,1,4,1,1,1,2,1,1.26333848519501,3.65240819634997,3.85409143141796,2.36046795091044,1.23851168229348,2.69541779011626,2.10413028274879,1.49480140827775,1.05247649027701
1363,701,26.8112834824053,13,13.4031551108376,19.9084939920529,18,0,1,3.09272616666302,2.65958626383498,2.44306988293772,3.3083755397132,1.67087866815586,3.28586004946495,2.73119624550087,3.11013506158112,2.26260900613515,1.39927464006792,1.78067713858947,1.77923651797352,1.93494154839915,1.84356085995754,1.82979551977356,1.67199182989521,1.61043243790371,1.76990293557772,1,2,4,1,3,2,2,1,1.38584171211858,3.57934187853602,3.77379823103875,2.57339697800483,1.42584343001871,2.6667405966061,2.23285728447994,1.92960561616112,1.272757064039
1364,701,27.2146944708432,15,13.3851679583351,19.6997074363415,14,0,2,3.20781622305682,2.67012626343528,2.35758050217392,3.33708823336947,1.68270906177748,3.28741632278626,2.74766703738632,3.33681496937852,2.33184868975618,1.39653375816274,1.80901116812581,1.83925532207315,1.81588279765069,1.71941602845269,1.94296929872969,1.70383707092819,1.59311443972856,1.64325658556132,1,1,4,2,4,3,2,1,1.16917418661515,3.71956788827182,3.91067539404517,2.4250340993258,1.39445446588947,2.40938927469666,2.18666974822811,1.83304107437024,1.41128858482569
1365,701,25.7510978675787,16,15.2491253249629,19.0976892067356,16,0,2,2.9681684130485,2.71521774641692,2.11667062711921,2.92560981379729,1.8187174300725,2.87708252668166,2.49125699381093,2.88569123780282,2.17654614300374,1.90297357639248,2.00030657646994,2.14139180995766,2.16077662954212,2.07795607408903,2.0004420012317,1.97953673723385,1.87498251628686,1.94362845683461,2,2,3,2,2,2,2,2,1.72867590953368,3.20744011707838,3.42241840526672,2.37389187555358,1.73237627320629,2.53181038927633,2.17632309907623,1.87924862352759,1.61598436408049
1366,701,28.659935566317,11,12.9202328318786,16.3853858686663,14,0,2,3.3281404811744,3.12443509748296,1.32597866981567,2.8054030386677,1.35870411208685,2.86171609591796,2.71512308009178,3.06831242441797,1.5584052198734,1.59433393910928,1.55638078249384,1.73569783765253,1.61565948496187,1.46398767192679,1.59967897128399,1.56247310387186,1.44693203679541,1.47115130063563,1,1,3,2,1,1,1,2,1.42225282775881,3.48180770098759,3.67766551266011,2.16185064407327,1.36427760405305,2.34090642239279,1.95744568426773,1.49996418933287,1.32077117931372
1367,701,26.3793069167392,14,12.7427005136227,19.9979864754445,16,0,2,3.05092662794478,2.55422587242488,2.38303832183912,3.29625875077152,1.7546276414222,3.321416603892,2.59798218683014,3.14969395408543,2.45344169501838,1.32569556688002,1.72044247922036,1.87320048879056,1.98296656795568,1.62192464238116,1.94109389320905,1.76189026235628,1.62973077261204,1.74367358267629,1,1,4,1,3,3,3,1,1.23617682812106,3.64630899802464,3.82668686322263,2.55118959495567,1.45914361313512,2.77427086127156,2.29230182883916,1.85315803181899,1.31122310072206
1368,701,23.1359718059808,17,15.0187092878098,23.1445216319753,19,0,1,2.66164535213944,2.13996427859385,3.16211349026424,3.33643070881355,2.23828596659963,3.36483467097848,2.38129563487128,2.77329542323131,3.12107048062388,1.75256507330085,2.15551126707407,2.13177449911737,2.65045575912529,2.37776986484756,2.33157658109004,2.25009805393217,2.18741485047092,2.40915315747407,1,3,4,1,3,3,4,1,1.62434431860772,3.31701920706285,3.56835623030063,2.9213071604278,1.82801178814146,3.12631389164918,2.58815055163835,2.37965605950427,1.61514423663356
1369,701,26.5570663035323,15,14.530106056295,20.4022382109393,16,0,1,3.09230170029326,2.70039185576776,2.38164786664353,3.19123938716242,1.81595496565315,3.21052010977709,2.72067262066739,3.18156079925729,2.34192137024631,1.73548402364781,1.93442370553065,1.95891321805116,2.09379277773041,2.04277605790101,2.03530149669152,1.9106988571102,1.90045532428777,1.8966967979286,1,2,4,2,3,2,2,2,1.47250428526883,3.41374655816539,3.70760053781084,2.52704823203681,1.50306853664858,2.49883230325199,2.24919491128033,1.9725240115514,1.46979695060615
1370,701,25.1276394902422,13,13.7775531540424,20.6827449880434,15,0,2,2.86770928599882,2.49375828092548,2.42520706977146,3.13820048590487,1.89141133649777,3.29275475065542,2.44847172624254,2.7574542721772,2.55404285094897,1.58500888278089,1.85966082917853,1.91913425714734,2.30864376679063,2.05820287562939,1.95526752713034,2.02199058315177,1.89884060569793,2.13336161153974,1,3,4,1,1,2,3,1,1.66533110986537,3.32418830150501,3.58064760337421,2.77937381336149,1.72346630034449,3.11464453781909,2.49447752231442,2.10024947537367,1.471975751381
1371,701,26.5001497146679,12,13.242336638881,18.2735639978174,14,0,2,3.03066885806269,2.76346301613695,1.86947823583845,2.94693757658188,1.60454956510773,3.00033398010852,2.49674137956394,2.76369742613754,2.0276623839957,1.50352607484614,1.71649579811075,1.85599640391859,1.94232119669855,1.68105225985949,1.72987362107539,1.75563739192631,1.57252633642988,1.80830621650697,1,2,3,1,1,2,2,1,1.53981794416025,3.44687778833963,3.5812940559569,2.46782333854567,1.60525849731745,2.77613761468886,2.22636034137659,1.8130936046506,1.3984932163285
1372,701,24.9008174555799,14,13.868852999534,19.7542627736198,21,0,1,2.87565291337483,2.48847415184208,2.38347474863747,3.04595854838627,1.84089575118743,3.02102185389153,2.42758281255049,2.71012220837175,2.44360139181223,1.66324838029096,1.86778724377228,1.91718566056124,2.21738608325676,1.91936003434192,1.98012156739451,1.88701660527498,1.77232679948054,2.01683796300162,1,2,3,1,2,2,3,1,1.54689831352837,3.41690250252223,3.55864705236487,2.57384418735692,1.66171562361434,2.90451190734404,2.25446066084771,1.98795032571386,1.4682588492587
1373,701,27.834290542009,13,14.1231231440501,19.00289265399,15,0,1,3.22497868638517,2.94527219502062,1.95218380651767,3.08813526966921,1.61015480386917,3.15179140405262,2.7592006952754,3.19761797158944,1.97028516844764,1.64182716500834,1.81793472937615,1.90247134229452,1.86398055650505,1.86000400102516,1.83162995898258,1.78851768050303,1.7179168270203,1.71675136853528,1,2,4,2,2,2,1,2,1.50706121258887,3.45582487283729,3.7239559672926,2.45775987956537,1.4952028298873,2.51447307384204,2.2054767635719,1.86397240821384,1.45321010582121
1374,701,21.8656265144426,20,16.5490023704389,22.6483618829211,19,0,1,2.639551464147,2.06669464624682,3.03971580325483,3.06260422978907,2.39127280821185,3.03002111611842,2.19400973537505,2.58129304773825,3.27748934247652,2.23629253407862,2.40201321942826,2.24735194152324,2.79875462790872,2.66461438078914,2.58309183218411,2.51317306288928,2.4047605249219,2.60685410388876,1,3,3,3,3,3,4,1,1.72674420040854,3.21151236340318,3.45598622387977,2.75223916299269,2.06217041725106,2.93845354986612,2.50526547106547,2.4330171042751,2.09398811787064
1375,701,26.5375231994022,14,14.3064856580884,18.6512656159532,14,0,2,2.99652701005049,2.78672830242121,2.06724848654857,2.98080896387062,1.6622512454862,2.9300581416638,2.62551937420131,2.9079906422622,1.96064709123909,1.68794847556507,1.81723920985997,1.97908159846053,2.03073392754682,1.91096192999188,1.781607259667,1.74651929814201,1.7038063823369,1.81077218227416,2,2,3,1,2,1,2,2,1.67180710621291,3.21261072147585,3.42398193738322,2.33785287611548,1.51282139778899,2.40536418519286,2.09369581550385,1.72991102667869,1.27281397018652
1376,701,23.994327411574,20,16.4134964190058,20.6231010030555,15,0,1,2.7474140996022,2.42845770687345,2.59404180267258,3.02960057461875,2.10987134728437,2.89760867837826,2.33055178707809,2.85820315045878,2.59366724345003,2.01909019402067,2.23978301472892,2.44170644405645,2.46452348070025,2.34519861572172,2.26571570023739,2.2210149108209,2.0962425872316,2.1567233889211,3,2,3,2,3,3,3,2,1.83733405618988,3.06076719499552,3.27804597598597,2.42665119308721,1.93372632420279,2.57081050739901,2.29010555822837,2.00913280133439,1.7664602113252
1377,701,25.5652632871911,14,13.4472049765236,20.5582845332765,15,0,1,2.93354009291094,2.50730192936929,2.4193286483882,3.21711057701221,1.86362640404188,3.31126568618691,2.48298458902731,2.94448569483456,2.54841445614117,1.46638519500637,1.83457293520245,1.96995328515439,2.17927324447779,1.84827194744216,1.99241571243907,1.95233141755006,1.79808594465675,1.96982550396825,1,2,4,1,2,3,3,1,1.46113631080908,3.48679218356111,3.69558633789502,2.69273689400969,1.65339746322344,2.99005081347836,2.43933744827356,2.02170419977879,1.45382005432655
1378,701,26.6010084438383,12,12.648159391343,18.0694515949098,16,0,1,3.04229705973644,2.76867245472669,1.76681180749454,2.86835819784443,1.63133184946627,2.96078522140508,2.53201523699515,2.871387244365,2.0442506259313,1.60614169866514,1.57850065815839,1.82529364997892,2.0050133656034,1.54001238979667,1.79371236870392,1.74117446578354,1.66320987264917,1.74674934096036,1,1,3,1,1,1,3,2,1.44775899249666,3.36445332459276,3.57837014804085,2.35117240945127,1.42873388813736,2.66614472783676,2.10939888396009,1.6175818971649,1.2284294086375
1379,701,29.2405749636156,10,11.8316507995514,17.3222568933541,14,0,1,3.36462090743452,3.02692391461042,1.70028504106169,3.18905540791187,1.29621910559811,3.23229106467338,2.8328851996569,3.28132533318437,1.68995298165243,1.11309476177344,1.45973880671785,1.61741530401055,1.46375903375165,1.31406294255214,1.49063465112259,1.37422519351311,1.22110353208954,1.3305752820719,1,1,4,1,2,2,1,1,1.22263370431994,3.74911485503429,3.90102833863314,2.34482671158672,1.2512291051007,2.53047751843529,2.08404418111514,1.57165375643564,1.111432881732
1380,701,28.1161855629789,13,13.1461398070717,17.9519550848339,16,0,1,3.20637205312845,2.92657348217304,1.84904777221599,3.18630134718081,1.48824171143622,3.17074783518737,2.60469792217617,3.2204525437176,1.86170125162992,1.21267500011846,1.70077088875087,2.01281603746193,1.64234037233773,1.46122956885489,1.67952049079993,1.62196921070297,1.34181058825636,1.45016252940333,2,1,4,1,2,4,1,1,1.42131120916803,3.65769317259466,3.75160656960213,2.41381846996765,1.6093913119162,2.79631718771846,2.23298918108797,1.73824148804121,1.41407879752952
1381,701,26.6995999443873,12,13.2184305654354,18.4236432692433,16,0,2,3.07156284583663,2.73636420480275,2.07383055953712,3.0445814201457,1.56792336095018,3.01598557502503,2.64437807903952,2.85070844542763,2.02221367623305,1.50026080262029,1.70037090108625,1.7146774309472,1.89782232672287,1.75724657965101,1.70228292394354,1.61540068854465,1.53473007903672,1.76462754705634,1,2,3,1,2,1,2,1,1.4710400646151,3.46956135895697,3.6208274810338,2.4122813255662,1.42927254265079,2.54906775175423,2.10033304632367,1.77079424185095,1.24960294962341
1382,701,26.9293027252289,13,13.7577280951382,19.8599708279664,16,0,1,3.06487367045733,2.77892887307825,2.18422837082299,3.14607259654605,1.71647900142155,3.22248357521509,2.68687797331189,3.09183715413748,2.16100623025622,1.56776782624982,1.79068288228321,1.94108690011609,2.03841738926601,1.83661140575005,1.87510839133212,1.82405014589436,1.77858342491976,1.826576737553,1,2,4,1,2,2,2,2,1.51217155928531,3.40430227784852,3.66543626211025,2.57103957647139,1.49189389558835,2.69546600426664,2.28218303726934,1.90968918931929,1.31096934884745
1383,701,25.8389953461916,15,14.9001753918786,19.1684564378714,19,0,2,2.92263232333282,2.72323948276743,2.18219284438756,2.97648773552984,1.77401109994571,2.90037732754875,2.51440414677782,2.85229576023505,2.09429426357193,1.77607986272224,1.94108424137301,2.13140080371742,2.14292274708893,1.98291402447222,1.91665367281595,1.87649932447558,1.78866885912363,1.90197431309597,2,2,3,1,2,2,2,2,1.7342090865328,3.22780081792293,3.40152857246615,2.42949575215751,1.68559783029187,2.64056547630418,2.16997353266008,1.88621703676931,1.45043401488182
1384,701,29.0498421935389,12,13.217885544194,16.0034941237808,17,0,2,3.25269722329054,3.11902198888,1.56213844935148,3.02560105536708,1.30866241283731,2.97648588643591,2.70823889669269,3.25767097407317,1.41911404347726,1.33777981812046,1.52313956979254,1.9261352747297,1.57408892380134,1.55965110566115,1.42121313179492,1.41177758494868,1.25515615620367,1.2695850405296,4,1,4,1,1,1,1,2,1.74412688502461,3.26206336207387,3.46592236373954,2.11609526549409,1.45768254096514,2.5263982545558,1.9577598870513,1.33308745422181,1.11558906722237
1385,701,21.7599533638615,19,18.2359647688168,20.9044383367434,17,0,3,2.39029270085176,2.42753787361146,2.46388821679161,2.52134195044143,2.26774822615372,2.39705321481776,2.13358218360428,2.05823761843,2.43666529691397,2.6330821570335,2.46042418988305,2.58278454930402,2.95146005844932,2.76081900232237,2.30765265994804,2.48545571136236,2.49030822448889,2.71406701508649,2,4,1,1,1,1,3,3,2.34384142098413,2.55853873112793,2.75947594833919,2.52867172436665,2.1479578257005,2.60540718236756,2.27373157801092,2.26057984048787,1.8218024430105
1386,701,27.0385441283977,13,14.7557500696672,20.192757077831,16,0,2,3.05884064081986,2.85592705738357,2.26058309497523,3.15863182711723,1.70885285426972,3.20162717727136,2.74471237903213,3.04035443261194,2.052134106685,1.65240193198865,1.93415969207381,1.99390352352227,2.04978641302996,2.06540804726576,1.84451728766703,1.85340069690178,1.82400860691777,1.91065751799137,1,3,4,1,2,2,1,2,1.67566157746653,3.33840505447673,3.59743443480462,2.64203525649947,1.57468015551661,2.65511945692639,2.31723700967654,2.06508681307206,1.38808143735688
1387,701,25.3948179196727,12,12.4053748941313,19.9141211351137,16,0,2,2.925298043758,2.45014039123194,2.31844044045338,3.12587933798566,1.81782365348581,3.30525113077275,2.47112205554036,2.82711383029625,2.5735706082052,1.47830883669023,1.62714145738192,1.71874580937027,2.23033858881741,1.81298985723993,1.89738862625667,1.87185804255228,1.78581491269638,1.98666501738088,1,2,4,1,1,1,4,1,1.48107640805242,3.38699845728422,3.66481122148664,2.65346775363119,1.51649502744896,3.06380485729326,2.36752800451367,1.85485095925597,1.27042240632152
1388,701,28.4630554905163,10,11.5508161225457,17.7134068425562,16,0,1,3.2904382300461,2.87088488840831,1.8786617092694,3.19431132286373,1.38130881526135,3.25230800117162,2.80258481354184,3.20835780717686,1.89573295958676,1.176895919736,1.42006796746934,1.52082373414448,1.61173992742295,1.39706387882337,1.55271961165422,1.39661210044138,1.30911425904029,1.43373213965843,1,1,4,1,2,1,2,1,1.22226483872961,3.68019600603564,3.87641447000302,2.36595840035649,1.1948093105167,2.58353666558858,2.06739556171653,1.5535537907973,1.0368906114795
1389,701,25.5157620279919,15,13.8820155603663,20.6782731829932,17,0,1,3.00880069110258,2.45712711916358,2.60042498115511,3.26183492599907,1.88697954215897,3.2846020642656,2.59215888933329,3.0461331689756,2.64736903081924,1.62304635985343,1.8950716080284,1.84099900886624,2.17525458962172,2.04727617565379,2.07190154802807,1.91973114529742,1.85523432731842,1.98209413680693,1,2,4,2,3,2,3,1,1.4076439026089,3.49516656776115,3.75286380871735,2.59995725259619,1.548485661239,2.7262333951385,2.31185080551813,2.00558898260026,1.49706953089276
1390,701,28.5863404232942,9,11.2371548186773,17.1410488378741,16,0,2,3.29737681062788,2.92634590684729,1.65798622251708,3.09622503767041,1.3418121933044,3.2219562497718,2.73032776701674,3.133270616908,1.8192211020374,1.16910615941092,1.35295071407234,1.51536211289265,1.59684475407816,1.31370913509253,1.49960303901568,1.41759982035456,1.28218699972711,1.41955938157212,1,1,4,1,1,1,2,1,1.27721758409106,3.65644253930148,3.85199424004787,2.37271211635704,1.25470882213869,2.74342281119801,2.09892434000302,1.51690311418631,1.07020275299209
